,food_name,nutrient_name,nutrient_amount,nutrient_unit
0,"Yogurt, Greek, plain, nonfat",PUFA 20:5 n-3 (EPA),0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 22:5 n-3 (DPA),0.0,g
0,"Yogurt, Greek, plain, nonfat",SFA 17:0,0.003,g
0,"Yogurt, Greek, plain, nonfat",SFA 24:0,0.0,g
0,"Yogurt, Greek, plain, nonfat",TFA 16:1 t,0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 24:1 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 18:1 c,0.039,g
0,"Yogurt, Greek, plain, nonfat","PUFA 18:2 n-6 c,c",0.01,g
0,"Yogurt, Greek, plain, nonfat",MUFA 22:1 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 17:1,0.0,g
0,"Yogurt, Greek, plain, nonfat","Fatty acids, total trans-monoenoic",0.005,g
0,"Yogurt, Greek, plain, nonfat",MUFA 15:1,0.0,g
0,"Yogurt, Greek, plain, nonfat","PUFA 18:3 n-3 c,c,c (ALA)",0.001,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:3 n-3,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 18:3i,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 22:4,0.0,g
0,"Yogurt, Greek, plain, nonfat","Phosphorus, P",136,mg
0,"Yogurt, Greek, plain, nonfat","Sodium, Na",36.0,mg
0,"Yogurt, Greek, plain, nonfat","Copper, Cu",0.017,mg
0,"Yogurt, Greek, plain, nonfat","Manganese, Mn",0.009,mg
0,"Yogurt, Greek, plain, nonfat",Retinol,1.0,Âµg
0,"Yogurt, Greek, plain, nonfat","Vitamin A, RAE",1.0,Âµg
0,"Yogurt, Greek, plain, nonfat",Vitamin D3 (cholecalciferol),0.0,Âµg
0,"Yogurt, Greek, plain, nonfat",Vitamin D (D2 + D3),0.0,Âµg
0,"Yogurt, Greek, plain, nonfat","Tocopherol, delta",0.0,mg
0,"Yogurt, Greek, plain, nonfat","Tocotrienol, gamma",0.0,mg
0,"Yogurt, Greek, plain, nonfat","Tocotrienol, delta",0.0,mg
0,"Yogurt, Greek, plain, nonfat",PUFA 20:4 n-6,0.0,g
0,"Yogurt, Greek, plain, nonfat",SFA 4:0,0.0,g
0,"Yogurt, Greek, plain, nonfat",SFA 6:0,0.002,g
0,"Yogurt, Greek, plain, nonfat",SFA 10:0,0.012,g
0,"Yogurt, Greek, plain, nonfat",SFA 16:0,0.045,g
0,"Yogurt, Greek, plain, nonfat",SFA 18:0,0.02,g
0,"Yogurt, Greek, plain, nonfat",SFA 20:0,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:4,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 18:4,0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 20:1,0.002,g
0,"Yogurt, Greek, plain, nonfat","Fatty acids, total monounsaturated",0.043,g
0,"Yogurt, Greek, plain, nonfat","Fatty acids, total polyunsaturated",0.011,g
0,"Yogurt, Greek, plain, nonfat",SFA 15:0,0.003,g
0,"Yogurt, Greek, plain, nonfat",TFA 18:1 t,0.005,g
0,"Yogurt, Greek, plain, nonfat",TFA 22:1 t,0.0,g
0,"Yogurt, Greek, plain, nonfat",TFA 18:2 t not further defined,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 18:2 CLAs,0.0,g
0,"Yogurt, Greek, plain, nonfat","PUFA 20:2 n-6 c,c",0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 16:1 c,0.002,g
0,"Yogurt, Greek, plain, nonfat","PUFA 18:3 n-6 c,c,c",0.0,g
0,"Yogurt, Greek, plain, nonfat",Total lipid (fat),0.37,g
0,"Yogurt, Greek, plain, nonfat","Carbohydrate, by difference",3.64,g
0,"Yogurt, Greek, plain, nonfat",Energy,61.0,kcal
0,"Yogurt, Greek, plain, nonfat",Sucrose,0.0,g
0,"Yogurt, Greek, plain, nonfat",Glucose,0.0,g
0,"Yogurt, Greek, plain, nonfat",Maltose,0.0,g
0,"Yogurt, Greek, plain, nonfat",Water,85.0,g
0,"Yogurt, Greek, plain, nonfat","Calcium, Ca",111,mg
0,"Yogurt, Greek, plain, nonfat","Potassium, K",141,mg
0,"Yogurt, Greek, plain, nonfat","Zinc, Zn",0.53,mg
0,"Yogurt, Greek, plain, nonfat","Selenium, Se",9.9,Âµg
0,"Yogurt, Greek, plain, nonfat",Vitamin E (alpha-tocopherol),0.01,mg
0,"Yogurt, Greek, plain, nonfat","Vitamin D (D2 + D3), International Units",0.0,IU
0,"Yogurt, Greek, plain, nonfat",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Yogurt, Greek, plain, nonfat","Tocopherol, beta",0.0,mg
0,"Yogurt, Greek, plain, nonfat","Tocopherol, gamma",0.0,mg
0,"Yogurt, Greek, plain, nonfat","Tocotrienol, alpha",0.0,mg
0,"Yogurt, Greek, plain, nonfat","Tocotrienol, beta",0.0,mg
0,"Yogurt, Greek, plain, nonfat",Niacin,0.211,mg
0,"Yogurt, Greek, plain, nonfat",Pantothenic acid,0.332,mg
0,"Yogurt, Greek, plain, nonfat",Vitamin B-6,0.064,mg
0,"Yogurt, Greek, plain, nonfat",Nitrogen,1.61,g
0,"Yogurt, Greek, plain, nonfat",Aspartic acid,0.737,g
0,"Yogurt, Greek, plain, nonfat",Threonine,0.41,g
0,"Yogurt, Greek, plain, nonfat",Serine,0.533,g
0,"Yogurt, Greek, plain, nonfat",Glutamic acid,2.19,g
0,"Yogurt, Greek, plain, nonfat",Glycine,0.19,g
0,"Yogurt, Greek, plain, nonfat",Alanine,0.35,g
0,"Yogurt, Greek, plain, nonfat",Valine,0.667,g
0,"Yogurt, Greek, plain, nonfat",Methionine,0.293,g
0,"Yogurt, Greek, plain, nonfat",Isoleucine,0.527,g
0,"Yogurt, Greek, plain, nonfat",Leucine,1.03,g
0,"Yogurt, Greek, plain, nonfat",Tyrosine,0.51,g
0,"Yogurt, Greek, plain, nonfat",Phenylalanine,0.513,g
0,"Yogurt, Greek, plain, nonfat",Lysine,0.833,g
0,"Yogurt, Greek, plain, nonfat",Histidine,0.293,g
0,"Yogurt, Greek, plain, nonfat",Arginine,0.363,g
0,"Yogurt, Greek, plain, nonfat",Proline,1.17,g
0,"Yogurt, Greek, plain, nonfat",Hydroxyproline,0.0,g
0,"Yogurt, Greek, plain, nonfat",Cystine,0.083,g
0,"Yogurt, Greek, plain, nonfat",Tryptophan,0.133,g
0,"Yogurt, Greek, plain, nonfat",SFA 11:0,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:3 n-9,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 22:2,0.0,g
0,"Yogurt, Greek, plain, nonfat","Choline, free",2.2,mg
0,"Yogurt, Greek, plain, nonfat","Choline, from sphingomyelin",1.6,mg
0,"Yogurt, Greek, plain, nonfat","Choline, from glycerophosphocholine",8.3,mg
0,"Yogurt, Greek, plain, nonfat","Choline, from phosphocholine",1.6,mg
0,"Yogurt, Greek, plain, nonfat","Choline, from phosphotidyl choline",1.4,mg
0,"Yogurt, Greek, plain, nonfat","Sugars, Total",3.27,g
0,"Yogurt, Greek, plain, nonfat","Fatty acids, total trans-dienoic",0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 14:1 c,0.001,g
0,"Yogurt, Greek, plain, nonfat",MUFA 17:1 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",MUFA 20:1 c,0.002,g
0,"Yogurt, Greek, plain, nonfat",PUFA 18:2 c,0.01,g
0,"Yogurt, Greek, plain, nonfat",PUFA 18:3 c,0.001,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:3 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:4c,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:5c,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 22:5 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 22:6 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",PUFA 20:2 c,0.0,g
0,"Yogurt, Greek, plain, nonfat",Total fat (NLEA),0.17,g
0,"Yogurt, Greek, strawberry, nonfat","Vitamin A, RAE",0.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Total lipid (fat),0.15,g
0,"Yogurt, Greek, strawberry, nonfat","Carbohydrate, by difference",12.2,g
0,"Yogurt, Greek, strawberry, nonfat",Energy,83.0,kcal
0,"Yogurt, Greek, strawberry, nonfat",Sucrose,5.56,g
0,"Yogurt, Greek, strawberry, nonfat",Glucose,0.84,g
0,"Yogurt, Greek, strawberry, nonfat",Maltose,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",Water,79.0,g
0,"Yogurt, Greek, strawberry, nonfat","Calcium, Ca",97.0,mg
0,"Yogurt, Greek, strawberry, nonfat","Potassium, K",133,mg
0,"Yogurt, Greek, strawberry, nonfat","Zinc, Zn",0.46,mg
0,"Yogurt, Greek, strawberry, nonfat","Selenium, Se",9.8,Âµg
0,"Yogurt, Greek, strawberry, nonfat","Vitamin D (D2 + D3), International Units",40.0,IU
0,"Yogurt, Greek, strawberry, nonfat",Vitamin D2 (ergocalciferol),0.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Lutein + zeaxanthin,4.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Niacin,0.208,mg
0,"Yogurt, Greek, strawberry, nonfat",Pantothenic acid,0.363,mg
0,"Yogurt, Greek, strawberry, nonfat",Vitamin B-6,0.05,mg
0,"Yogurt, Greek, strawberry, nonfat",SFA 4:0,0.007,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 6:0,0.001,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 10:0,0.018,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 16:0,0.038,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 18:0,0.017,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 20:0,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:4,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 18:4,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 20:1,0.001,g
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total monounsaturated",0.029,g
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total polyunsaturated",0.021,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 15:0,0.003,g
0,"Yogurt, Greek, strawberry, nonfat",TFA 18:1 t,0.002,g
0,"Yogurt, Greek, strawberry, nonfat",TFA 22:1 t,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",TFA 18:2 t not further defined,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 18:2 CLAs,0.0,g
0,"Yogurt, Greek, strawberry, nonfat","PUFA 20:2 n-6 c,c",0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 16:1 c,0.001,g
0,"Yogurt, Greek, strawberry, nonfat","PUFA 18:3 n-6 c,c,c",0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:4 n-6,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",Protein,8.06,g
0,"Yogurt, Greek, strawberry, nonfat",Ash,0.59,g
0,"Yogurt, Greek, strawberry, nonfat",Starch,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",Fructose,2.09,g
0,"Yogurt, Greek, strawberry, nonfat",Lactose,2.46,g
0,"Yogurt, Greek, strawberry, nonfat",Energy,347,kJ
0,"Yogurt, Greek, strawberry, nonfat",Galactose,0.52,g
0,"Yogurt, Greek, strawberry, nonfat","Fiber, total dietary",0.6,g
0,"Yogurt, Greek, strawberry, nonfat","Iron, Fe",0.09,mg
0,"Yogurt, Greek, strawberry, nonfat","Magnesium, Mg",10.4,mg
0,"Yogurt, Greek, strawberry, nonfat","Phosphorus, P",113,mg
0,"Yogurt, Greek, strawberry, nonfat","Sodium, Na",32.0,mg
0,"Yogurt, Greek, strawberry, nonfat","Copper, Cu",0.02,mg
0,"Yogurt, Greek, strawberry, nonfat","Manganese, Mn",0.034,mg
0,"Yogurt, Greek, strawberry, nonfat","Carotene, beta",2.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat","Carotene, alpha",0.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Vitamin D3 (cholecalciferol),1.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Vitamin D (D2 + D3),1.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat","Cryptoxanthin, beta",0.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Lycopene,0.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat","Vitamin C, total ascorbic acid",0.2,mg
0,"Yogurt, Greek, strawberry, nonfat",Riboflavin,0.25,mg
0,"Yogurt, Greek, strawberry, nonfat","Folate, total",20.0,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Vitamin B-12,0.45,Âµg
0,"Yogurt, Greek, strawberry, nonfat",Cholesterol,4.0,mg
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total trans",0.002,g
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total saturated",0.103,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 8:0,0.003,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 12:0,0.006,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 14:0,0.01,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:6 n-3 (DHA),0.0,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 22:0,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:5 n-3 (EPA),0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:5 n-3 (DPA),0.0,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 17:0,0.002,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 24:0,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",TFA 16:1 t,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 24:1 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 18:1 c,0.027,g
0,"Yogurt, Greek, strawberry, nonfat","PUFA 18:2 n-6 c,c",0.015,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 22:1 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 17:1,0.0,g
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total trans-monoenoic",0.002,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 15:1,0.0,g
0,"Yogurt, Greek, strawberry, nonfat","PUFA 18:3 n-3 c,c,c (ALA)",0.006,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:3 n-3,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 18:3i,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:4,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:3 n-9,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:2,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",SFA 11:0,0.0,g
0,"Yogurt, Greek, strawberry, nonfat","Sugars, Total",11.5,g
0,"Yogurt, Greek, strawberry, nonfat","Carbohydrate, by summation",12.0,g
0,"Yogurt, Greek, strawberry, nonfat","Fatty acids, total trans-dienoic",0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 14:1 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 17:1 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",MUFA 20:1 c,0.001,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 18:2 c,0.015,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 18:3 c,0.006,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:3 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:4c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:5c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:5 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 22:6 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",PUFA 20:2 c,0.0,g
0,"Yogurt, Greek, strawberry, nonfat",Total fat (NLEA),0.15,g
0,"Oil, coconut",PUFA 22:6 n-3 (DHA),0.0,g
0,"Oil, coconut",PUFA 20:5 n-3 (EPA),0.0,g
0,"Oil, coconut",PUFA 22:5 n-3 (DPA),0.0,g
0,"Oil, coconut",PUFA 20:4,0.0,g
0,"Oil, coconut",PUFA 18:4,0.0,g
0,"Oil, coconut",Vitamin K (Dihydrophylloquinone),0.0,Âµg
0,"Oil, coconut",Vitamin K (phylloquinone),0.6,Âµg
0,"Oil, coconut",SFA 17:0,0.009,g
0,"Oil, coconut",SFA 24:0,0.031,g
0,"Oil, coconut",TFA 16:1 t,0.0,g
0,"Oil, coconut",MUFA 24:1 c,0.0,g
0,"Oil, coconut",MUFA 18:1 c,6.25,g
0,"Oil, coconut","PUFA 18:2 n-6 c,c",1.68,g
0,"Oil, coconut",MUFA 22:1 c,0.0,g
0,"Oil, coconut",MUFA 17:1,0.0,g
0,"Oil, coconut","Fatty acids, total trans-monoenoic",0.021,g
0,"Oil, coconut",MUFA 15:1,0.0,g
0,"Oil, coconut","PUFA 18:3 n-3 c,c,c (ALA)",0.02,g
0,"Oil, coconut",PUFA 20:3 n-3,0.0,g
0,"Oil, coconut",PUFA 18:3i,0.0,g
0,"Oil, coconut",PUFA 22:4,0.0,g
0,"Oil, coconut",SFA 22:0,0.019,g
0,"Oil, coconut","Fatty acids, total trans",0.028,g
0,"Oil, coconut","Fatty acids, total saturated",82.5,g
0,"Oil, coconut",SFA 8:0,6.8,g
0,"Oil, coconut",SFA 12:0,41.8,g
0,"Oil, coconut",SFA 14:0,16.7,g
0,"Oil, coconut",Protein,0.0,g
0,"Oil, coconut",Ash,0.03,g
0,"Oil, coconut","Iron, Fe",0.05,mg
0,"Oil, coconut",Energy,3480.0,kJ
0,"Oil, coconut","Copper, Cu",0.0,mg
0,"Oil, coconut","Manganese, Mn",0.0,mg
0,"Oil, coconut","Tocopherol, delta",0.18,mg
0,"Oil, coconut","Tocotrienol, gamma",0.36,mg
0,"Oil, coconut","Tocotrienol, delta",0.25,mg
0,"Oil, coconut",Total lipid (fat),99.1,g
0,"Oil, coconut",Vitamin E (alpha-tocopherol),0.11,mg
0,"Oil, coconut",Energy,833,kcal
0,"Oil, coconut",Water,0.03,g
0,"Oil, coconut","Calcium, Ca",1.0,mg
0,"Oil, coconut","Zinc, Zn",0.02,mg
0,"Oil, coconut","Tocopherol, beta",0.6,mg
0,"Oil, coconut","Tocopherol, gamma",0.0,mg
0,"Oil, coconut","Tocotrienol, alpha",2.17,mg
0,"Oil, coconut","Tocotrienol, beta",0.13,mg
0,"Oil, coconut",Vitamin K (Menaquinone-4),0.0,Âµg
0,"Oil, coconut",SFA 4:0,0.009,g
0,"Oil, coconut",SFA 6:0,0.477,g
0,"Oil, coconut",SFA 10:0,5.39,g
0,"Oil, coconut",SFA 16:0,8.64,g
0,"Oil, coconut",SFA 18:0,2.52,g
0,"Oil, coconut",SFA 20:0,0.076,g
0,"Oil, coconut","Fatty acids, total monounsaturated",6.31,g
0,"Oil, coconut","Fatty acids, total polyunsaturated",1.7,g
0,"Oil, coconut",SFA 15:0,0.015,g
0,"Oil, coconut",TFA 18:1 t,0.021,g
0,"Oil, coconut",TFA 22:1 t,0.0,g
0,"Oil, coconut",TFA 18:2 t not further defined,0.007,g
0,"Oil, coconut",PUFA 18:2 CLAs,0.0,g
0,"Oil, coconut","PUFA 20:2 n-6 c,c",0.0,g
0,"Oil, coconut",MUFA 16:1 c,0.016,g
0,"Oil, coconut","PUFA 18:3 n-6 c,c,c",0.0,g
0,"Oil, coconut",PUFA 20:4 n-6,0.0,g
0,"Oil, coconut",MUFA 20:1,0.041,g
0,"Oil, coconut","Carbohydrate, by difference",0.84,g
0,"Oil, coconut","Potassium, K",0.0,mg
0,"Oil, coconut","Magnesium, Mg",0.0,mg
0,"Oil, coconut","Phosphorus, P",0.0,mg
0,"Oil, coconut","Sodium, Na",0.0,mg
0,"Oil, coconut",PUFA 20:3 n-9,0.0,g
0,"Oil, coconut",PUFA 22:2,0.0,g
0,"Oil, coconut",SFA 11:0,0.0,g
0,"Oil, coconut",Nitrogen,0.0,g
0,"Oil, coconut","Fatty acids, total trans-dienoic",0.007,g
0,"Oil, coconut",MUFA 14:1 c,0.0,g
0,"Oil, coconut",MUFA 17:1 c,0.0,g
0,"Oil, coconut",MUFA 20:1 c,0.041,g
0,"Oil, coconut",PUFA 18:2 c,1.68,g
0,"Oil, coconut",PUFA 18:3 c,0.02,g
0,"Oil, coconut",PUFA 20:3 c,0.0,g
0,"Oil, coconut",PUFA 20:4c,0.0,g
0,"Oil, coconut",PUFA 20:5c,0.0,g
0,"Oil, coconut",PUFA 22:5 c,0.0,g
0,"Oil, coconut",PUFA 22:6 c,0.0,g
0,"Oil, coconut",PUFA 20:2 c,0.0,g
0,"Oil, coconut",Total fat (NLEA),90.5,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Cholesterol,127,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Fatty acids, total trans",0.03,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Fatty acids, total saturated",1.6,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 8:0,0.002,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 12:0,0.003,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 14:0,0.03,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 22:6 n-3 (DHA),0.005,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 22:0,0.007,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 20:5 n-3 (EPA),0.004,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 22:5 n-3 (DPA),0.008,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 17:0,0.006,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 24:0,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",TFA 16:1 t,0.003,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 24:1 c,0.002,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 18:1 c,1.94,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","PUFA 18:2 n-6 c,c",1.05,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 22:1 c,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 17:1,0.003,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Fatty acids, total trans-monoenoic",0.021,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 15:1,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","PUFA 18:3 n-3 c,c,c (ALA)",0.045,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 20:3 n-3,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 22:4,0.022,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Protein,23.9,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Ash,0.98,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Energy,652,kJ
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Iron, Fe",0.94,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Magnesium, Mg",22.4,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Phosphorus, P",184,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Sodium, Na",117,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Copper, Cu",0.063,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Manganese, Mn",0.018,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Retinol,7.0,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Vitamin A, RAE",7.0,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Vitamin D3 (cholecalciferol),0.1,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Vitamin D (D2 + D3),0.1,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocopherol, delta",0.0,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocotrienol, gamma",0.05,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocotrienol, delta",0.0,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Thiamin,0.088,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Riboflavin,0.18,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Vitamin B-12,0.41,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Total lipid (fat),5.95,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Carbohydrate, by difference",0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Energy,156,kcal
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Water,69.9,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Calcium, Ca",12.0,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Potassium, K",239,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Zinc, Zn",2.54,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Selenium, Se",27.9,Âµg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Vitamin E (alpha-tocopherol),0.17,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Vitamin D (D2 + D3), International Units",2.0,IU
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocopherol, beta",0.0,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocopherol, gamma",0.08,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocotrienol, alpha",0.01,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Tocotrienol, beta",0.0,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Niacin,5.05,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Pantothenic acid,1.1,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Vitamin B-6,0.372,mg
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 4:0,0.001,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 6:0,0.001,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 10:0,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 16:0,1.2,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 18:0,0.346,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",SFA 20:0,0.004,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 20:4,0.088,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",PUFA 18:4,0.0,g
0,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",MUFA 20:1,0.023,g
